"Lake","Month","Date_Sam","Taxa","RelAbund"
"Lake Mohegan","August","8-18_LM","Tubulinea",0
"Lake Mohegan","August","8-18_LM","Verrucomicrobia",0
"Lake Mohegan","August","8-26_LM","Alveolata",0
"Lake Mohegan","August","8-26_LM","Ancyromonadida",0
"Lake Mohegan","August","8-26_LM","Apusomonada",0
"Lake Mohegan","August","8-26_LM","Centroplasthelida",0
"Lake Mohegan","August","8-26_LM","Chlorophyta",0.344404286146449
"Lake Mohegan","August","8-26_LM","Collodictyonidae",0
"Lake Mohegan","August","8-26_LM","Cryptophyta",0.0142340821882911
"Lake Mohegan","August","8-26_LM","Discoba",0
"Lake Mohegan","August","8-26_LM","Discosea",0
"Lake Mohegan","August","8-26_LM","Evosea",0
"Lake Mohegan","August","8-26_LM","Firmicutes",0
"Lake Mohegan","August","8-26_LM","Haptophyta",0
"Lake Mohegan","August","8-26_LM","Kathablepharidacea",0
"Lake Mohegan","August","8-26_LM","Opisthokonta_Annelida",0
"Lake Mohegan","August","8-26_LM","Opisthokonta_Aphelidiomycota",0.000302514050981578
"Lake Mohegan","August","8-26_LM","Opisthokonta_Arthropoda",0.450220516821373
"Lake Mohegan","August","8-26_LM","Opisthokonta_Ascomycota",0.00512681707452991
"Lake Mohegan","August","8-26_LM","Opisthokonta_Basidiomycota",0.00444218001178213
"Lake Mohegan","August","8-26_LM","Opisthokonta_Blastocladiomycota",0.00127374337255401
"Lake Mohegan","August","8-26_LM","Opisthokonta_Bryozoa",0.000939385737258586
"Lake Mohegan","August","8-26_LM","Opisthokonta_Choanoflagellatea",0
"Lake Mohegan","August","8-26_LM","Opisthokonta_Chytridiomycota",0.0187558711608579
"Lake Mohegan","August","8-26_LM","Opisthokonta_Cnidaria",0
"Lake Mohegan","August","8-26_LM","Opisthokonta_Craniata",0
"Lake Mohegan","August","8-26_LM","Opisthokonta_Filasterea",0
"Lake Mohegan","August","8-26_LM","Opisthokonta_Gastrotricha",0.00324804560001274
"Lake Mohegan","August","8-26_LM","Opisthokonta_Ichthyophonida",0
"Lake Mohegan","August","8-26_LM","Opisthokonta_Mollusca",0
"Lake Mohegan","August","8-26_LM","Opisthokonta_Monoblepharomycota",0.000254748674510803
"Lake Mohegan","August","8-26_LM","Opisthokonta_Mucoromycota",0
"Lake Mohegan","August","8-26_LM","Opisthokonta_Nematoda",0
"Lake Mohegan","August","8-26_LM","Opisthokonta_Opisthokonta",0
"Lake Mohegan","August","8-26_LM","Opisthokonta_Opisthosporidia",0
"Lake Mohegan","August","8-26_LM","Opisthokonta_Platyhelminthes",0.000238826882353878
"Lake Mohegan","August","8-26_LM","Opisthokonta_Pluriformea",0
"Lake Mohegan","August","8-26_LM","Opisthokonta_Porifera",0
"Lake Mohegan","August","8-26_LM","Opisthokonta_Rotifera",0
"Lake Mohegan","August","8-26_LM","Opisthokonta_Rozellomycota",0
"Lake Mohegan","August","8-26_LM","Opisthokonta_Unclassified",0.00152849204706482
"Lake Mohegan","August","8-26_LM","Opisthokonta_Zoopagomycota",0
"Lake Mohegan","August","8-26_LM","Rhizaria",0.00103491649020014
"Lake Mohegan","August","8-26_LM","Rhodophyta",0
"Lake Mohegan","August","8-26_LM","Rigifilida",0
"Lake Mohegan","August","8-26_LM","Stramenopiles",0.104653939847469
"Lake Mohegan","August","8-26_LM","Streptophyta",0.0493416338943111
"Lake Mohegan","August","8-26_LM","Telonemia",0
"Lake Mohegan","August","8-26_LM","Tubulinea",0
"Lake Mohegan","August","8-26_LM","Verrucomicrobia",0
"Lake Mohegan","July","7-08_LM","Alveolata",0
"Lake Mohegan","July","7-08_LM","Ancyromonadida",0
"Lake Mohegan","July","7-08_LM","Apusomonada",0
"Lake Mohegan","July","7-08_LM","Centroplasthelida",0
"Lake Mohegan","July","7-08_LM","Chlorophyta",0.195359956107693
"Lake Mohegan","July","7-08_LM","Collodictyonidae",0
"Lake Mohegan","July","7-08_LM","Cryptophyta",0.00219461535446957
"Lake Mohegan","July","7-08_LM","Discoba",0
"Lake Mohegan","July","7-08_LM","Discosea",0
"Lake Mohegan","July","7-08_LM","Evosea",0
"Lake Mohegan","July","7-08_LM","Firmicutes",0
"Lake Mohegan","July","7-08_LM","Haptophyta",0
"Lake Mohegan","July","7-08_LM","Kathablepharidacea",0
"Lake Mohegan","July","7-08_LM","Opisthokonta_Annelida",0
"Lake Mohegan","July","7-08_LM","Opisthokonta_Aphelidiomycota",0
"Lake Mohegan","July","7-08_LM","Opisthokonta_Arthropoda",0.657287298663636
"Lake Mohegan","July","7-08_LM","Opisthokonta_Ascomycota",0.00654465650350747
"Lake Mohegan","July","7-08_LM","Opisthokonta_Basidiomycota",0
"Lake Mohegan","July","7-08_LM","Opisthokonta_Blastocladiomycota",0
"Lake Mohegan","July","7-08_LM","Opisthokonta_Bryozoa",0
"Lake Mohegan","July","7-08_LM","Opisthokonta_Choanoflagellatea",0
"Lake Mohegan","July","7-08_LM","Opisthokonta_Chytridiomycota",0.0390719912215386
"Lake Mohegan","July","7-08_LM","Opisthokonta_Cnidaria",0
"Lake Mohegan","July","7-08_LM","Opisthokonta_Craniata",0
"Lake Mohegan","July","7-08_LM","Opisthokonta_Filasterea",0
"Lake Mohegan","July","7-08_LM","Opisthokonta_Gastrotricha",0.0290002743269193
"Lake Mohegan","July","7-08_LM","Opisthokonta_Ichthyophonida",0.000117568679703727
"Lake Mohegan","July","7-08_LM","Opisthokonta_Mollusca",0
"Lake Mohegan","July","7-08_LM","Opisthokonta_Monoblepharomycota",0
"Lake Mohegan","July","7-08_LM","Opisthokonta_Mucoromycota",0
"Lake Mohegan","July","7-08_LM","Opisthokonta_Nematoda",0
"Lake Mohegan","July","7-08_LM","Opisthokonta_Opisthokonta",0
"Lake Mohegan","July","7-08_LM","Opisthokonta_Opisthosporidia",0
"Lake Mohegan","July","7-08_LM","Opisthokonta_Platyhelminthes",0.00258651095348199
"Lake Mohegan","July","7-08_LM","Opisthokonta_Pluriformea",0
"Lake Mohegan","July","7-08_LM","Opisthokonta_Porifera",0
"Lake Mohegan","July","7-08_LM","Opisthokonta_Rotifera",0
"Lake Mohegan","July","7-08_LM","Opisthokonta_Rozellomycota",0.0017635301955559
"Lake Mohegan","July","7-08_LM","Opisthokonta_Unclassified",0.0179096288748677
"Lake Mohegan","July","7-08_LM","Opisthokonta_Zoopagomycota",0
"Lake Mohegan","July","7-08_LM","Rhizaria",0.000979738997531058
"Lake Mohegan","July","7-08_LM","Rhodophyta",0
"Lake Mohegan","July","7-08_LM","Rigifilida",0
"Lake Mohegan","July","7-08_LM","Stramenopiles",0.0404044362581808
"Lake Mohegan","July","7-08_LM","Streptophyta",0.00677979386291492
"Lake Mohegan","July","7-08_LM","Telonemia",0
"Lake Mohegan","July","7-08_LM","Tubulinea",0
"Lake Mohegan","July","7-08_LM","Verrucomicrobia",0
"Lake Mohegan","July","7-14_LM","Alveolata",0.000187249416222408
"Lake Mohegan","July","7-14_LM","Ancyromonadida",0
"Lake Mohegan","July","7-14_LM","Apusomonada",0
"Lake Mohegan","July","7-14_LM","Centroplasthelida",0
"Lake Mohegan","July","7-14_LM","Chlorophyta",0.132869982817112
"Lake Mohegan","July","7-14_LM","Collodictyonidae",0
"Lake Mohegan","July","7-14_LM","Cryptophyta",0.0276798695862889
"Lake Mohegan","July","7-14_LM","Discoba",0
"Lake Mohegan","July","7-14_LM","Discosea",0
"Lake Mohegan","July","7-14_LM","Evosea",0
"Lake Mohegan","July","7-14_LM","Firmicutes",0
"Lake Mohegan","July","7-14_LM","Haptophyta",7.71027007974622e-05
"Lake Mohegan","July","7-14_LM","Kathablepharidacea",0
"Lake Mohegan","July","7-14_LM","Opisthokonta_Annelida",0
"Lake Mohegan","July","7-14_LM","Opisthokonta_Aphelidiomycota",0
"Lake Mohegan","July","7-14_LM","Opisthokonta_Arthropoda",0.550414151649998
"Lake Mohegan","July","7-14_LM","Opisthokonta_Ascomycota",0.00138784861435432
"Lake Mohegan","July","7-14_LM","Opisthokonta_Basidiomycota",0.000682909635634665
"Lake Mohegan","July","7-14_LM","Opisthokonta_Blastocladiomycota",0.00149799532977927
"Lake Mohegan","July","7-14_LM","Opisthokonta_Bryozoa",0
"Lake Mohegan","July","7-14_LM","Opisthokonta_Choanoflagellatea",0.000165220073137419
"Lake Mohegan","July","7-14_LM","Opisthokonta_Chytridiomycota",0.0199585848350002
"Lake Mohegan","July","7-14_LM","Opisthokonta_Cnidaria",0
"Lake Mohegan","July","7-14_LM","Opisthokonta_Craniata",0
"Lake Mohegan","July","7-14_LM","Opisthokonta_Filasterea",0
"Lake Mohegan","July","7-14_LM","Opisthokonta_Gastrotricha",0.00199365554919152
"Lake Mohegan","July","7-14_LM","Opisthokonta_Ichthyophonida",0
"Lake Mohegan","July","7-14_LM","Opisthokonta_Mollusca",0
"Lake Mohegan","July","7-14_LM","Opisthokonta_Monoblepharomycota",0
"Lake Mohegan","July","7-14_LM","Opisthokonta_Mucoromycota",2.20293430849892e-05
"Lake Mohegan","July","7-14_LM","Opisthokonta_Nematoda",0.00136581927126933
"Lake Mohegan","July","7-14_LM","Opisthokonta_Opisthokonta",2.20293430849892e-05
"Lake Mohegan","July","7-14_LM","Opisthokonta_Opisthosporidia",0
"Lake Mohegan","July","7-14_LM","Opisthokonta_Platyhelminthes",0.000154205401594924
"Lake Mohegan","July","7-14_LM","Opisthokonta_Pluriformea",0
"Lake Mohegan","July","7-14_LM","Opisthokonta_Porifera",0
"Lake Mohegan","July","7-14_LM","Opisthokonta_Rotifera",0
"Lake Mohegan","July","7-14_LM","Opisthokonta_Rozellomycota",0.00595893730448958
"Lake Mohegan","July","7-14_LM","Opisthokonta_Unclassified",0.0279442217033088
"Lake Mohegan","July","7-14_LM","Opisthokonta_Zoopagomycota",0
"Lake Mohegan","July","7-14_LM","Rhizaria",0.00516588095342997
"Lake Mohegan","July","7-14_LM","Rhodophyta",0
"Lake Mohegan","July","7-14_LM","Rigifilida",0
"Lake Mohegan","July","7-14_LM","Stramenopiles",0.200951667621272
"Lake Mohegan","July","7-14_LM","Streptophyta",0.0215006388509495
"Lake Mohegan","July","7-14_LM","Telonemia",0
"Lake Mohegan","July","7-14_LM","Tubulinea",0
"Lake Mohegan","July","7-14_LM","Verrucomicrobia",0
"Lake Mohegan","July","7-18_LM","Alveolata",0.000190055509315997
"Lake Mohegan","July","7-18_LM","Ancyromonadida",0
"Lake Mohegan","July","7-18_LM","Apusomonada",0
"Lake Mohegan","July","7-18_LM","Centroplasthelida",0
"Lake Mohegan","July","7-18_LM","Chlorophyta",0.102164666714727
"Lake Mohegan","July","7-18_LM","Collodictyonidae",0
"Lake Mohegan","July","7-18_LM","Cryptophyta",0.0410061145444894
"Lake Mohegan","July","7-18_LM","Discoba",0
"Lake Mohegan","July","7-18_LM","Discosea",4.58754677659303e-05
"Lake Mohegan","July","7-18_LM","Evosea",2.6214553009103e-05
"Lake Mohegan","July","7-18_LM","Firmicutes",0
"Lake Mohegan","July","7-18_LM","Haptophyta",0
"Lake Mohegan","July","7-18_LM","Kathablepharidacea",0
"Lake Mohegan","July","7-18_LM","Opisthokonta_Annelida",0.000124519126793239
"Lake Mohegan","July","7-18_LM","Opisthokonta_Aphelidiomycota",0.000904402078814054
"Lake Mohegan","July","7-18_LM","Opisthokonta_Arthropoda",0.756119459718062
"Lake Mohegan","July","7-18_LM","Opisthokonta_Ascomycota",0.000301467359604685
"Lake Mohegan","July","7-18_LM","Opisthokonta_Basidiomycota",0.000235930977081927
"Lake Mohegan","July","7-18_LM","Opisthokonta_Blastocladiomycota",0.000655363825227575
"Lake Mohegan","July","7-18_LM","Opisthokonta_Bryozoa",0
"Lake Mohegan","July","7-18_LM","Opisthokonta_Choanoflagellatea",0.00279840353372175
"Lake Mohegan","July","7-18_LM","Opisthokonta_Chytridiomycota",0.00998119105821597
"Lake Mohegan","July","7-18_LM","Opisthokonta_Cnidaria",0
"Lake Mohegan","July","7-18_LM","Opisthokonta_Craniata",0
"Lake Mohegan","July","7-18_LM","Opisthokonta_Filasterea",0
"Lake Mohegan","July","7-18_LM","Opisthokonta_Gastrotricha",0.00193332328442135
"Lake Mohegan","July","7-18_LM","Opisthokonta_Ichthyophonida",0
"Lake Mohegan","July","7-18_LM","Opisthokonta_Mollusca",0
"Lake Mohegan","July","7-18_LM","Opisthokonta_Monoblepharomycota",6.55363825227575e-05
"Lake Mohegan","July","7-18_LM","Opisthokonta_Mucoromycota",0
"Lake Mohegan","July","7-18_LM","Opisthokonta_Nematoda",0
"Lake Mohegan","July","7-18_LM","Opisthokonta_Opisthokonta",0
"Lake Mohegan","July","7-18_LM","Opisthokonta_Opisthosporidia",0
"Lake Mohegan","July","7-18_LM","Opisthokonta_Platyhelminthes",0.00300811995779457
"Lake Mohegan","July","7-18_LM","Opisthokonta_Pluriformea",0
"Lake Mohegan","July","7-18_LM","Opisthokonta_Porifera",0
"Lake Mohegan","July","7-18_LM","Opisthokonta_Rotifera",0
"Lake Mohegan","July","7-18_LM","Opisthokonta_Rozellomycota",0.000891294802309502
"Lake Mohegan","July","7-18_LM","Opisthokonta_Unclassified",0.00865735613125627
"Lake Mohegan","July","7-18_LM","Opisthokonta_Zoopagomycota",0
"Lake Mohegan","July","7-18_LM","Rhizaria",0.0109118076900391
"Lake Mohegan","July","7-18_LM","Rhodophyta",0
"Lake Mohegan","July","7-18_LM","Rigifilida",0
"Lake Mohegan","July","7-18_LM","Stramenopiles",0.0407570762909029
"Lake Mohegan","July","7-18_LM","Streptophyta",0.0192218209939248
"Lake Mohegan","July","7-18_LM","Telonemia",0
"Lake Mohegan","July","7-18_LM","Tubulinea",0
"Lake Mohegan","July","7-18_LM","Verrucomicrobia",0
"Lake Mohegan","July","7-22_LM","Alveolata",0
"Lake Mohegan","July","7-22_LM","Ancyromonadida",0
"Lake Mohegan","July","7-22_LM","Apusomonada",0
"Lake Mohegan","July","7-22_LM","Centroplasthelida",0
"Lake Mohegan","July","7-22_LM","Chlorophyta",0.388912750030679
"Lake Mohegan","July","7-22_LM","Collodictyonidae",0
"Lake Mohegan","July","7-22_LM","Cryptophyta",0.00319057553073997
"Lake Mohegan","July","7-22_LM","Discoba",0
"Lake Mohegan","July","7-22_LM","Discosea",0
"Lake Mohegan","July","7-22_LM","Evosea",0.000184071665234998
"Lake Mohegan","July","7-22_LM","Firmicutes",0
"Lake Mohegan","July","7-22_LM","Haptophyta",0
"Lake Mohegan","July","7-22_LM","Kathablepharidacea",0
"Lake Mohegan","July","7-22_LM","Opisthokonta_Annelida",0
"Lake Mohegan","July","7-22_LM","Opisthokonta_Aphelidiomycota",0
"Lake Mohegan","July","7-22_LM","Opisthokonta_Arthropoda",0.510522763529267
"Lake Mohegan","July","7-22_LM","Opisthokonta_Ascomycota",0.000552214995704994
"Lake Mohegan","July","7-22_LM","Opisthokonta_Basidiomycota",0
"Lake Mohegan","July","7-22_LM","Opisthokonta_Blastocladiomycota",0.00705608050067493
"Lake Mohegan","July","7-22_LM","Opisthokonta_Bryozoa",0
"Lake Mohegan","July","7-22_LM","Opisthokonta_Choanoflagellatea",0.000368143330469996
"Lake Mohegan","July","7-22_LM","Opisthokonta_Chytridiomycota",0.0141428396122224
"Lake Mohegan","July","7-22_LM","Opisthokonta_Cnidaria",0
"Lake Mohegan","July","7-22_LM","Opisthokonta_Craniata",0
"Lake Mohegan","July","7-22_LM","Opisthokonta_Filasterea",0
"Lake Mohegan","July","7-22_LM","Opisthokonta_Gastrotricha",0.000797643882684992
"Lake Mohegan","July","7-22_LM","Opisthokonta_Ichthyophonida",0.000153393054362498
"Lake Mohegan","July","7-22_LM","Opisthokonta_Mollusca",0
"Lake Mohegan","July","7-22_LM","Opisthokonta_Monoblepharomycota",0
"Lake Mohegan","July","7-22_LM","Opisthokonta_Mucoromycota",0
"Lake Mohegan","July","7-22_LM","Opisthokonta_Nematoda",0
"Lake Mohegan","July","7-22_LM","Opisthokonta_Opisthokonta",0
"Lake Mohegan","July","7-22_LM","Opisthokonta_Opisthosporidia",0
"Lake Mohegan","July","7-22_LM","Opisthokonta_Platyhelminthes",0.000674929439194993
"Lake Mohegan","July","7-22_LM","Opisthokonta_Pluriformea",0
"Lake Mohegan","July","7-22_LM","Opisthokonta_Porifera",0
"Lake Mohegan","July","7-22_LM","Opisthokonta_Rotifera",0
"Lake Mohegan","July","7-22_LM","Opisthokonta_Rozellomycota",0.000828322493557492
"Lake Mohegan","July","7-22_LM","Opisthokonta_Unclassified",0.0119339796294024
"Lake Mohegan","July","7-22_LM","Opisthokonta_Zoopagomycota",0
"Lake Mohegan","July","7-22_LM","Rhizaria",0.00276107497852497
"Lake Mohegan","July","7-22_LM","Rhodophyta",0
"Lake Mohegan","July","7-22_LM","Rigifilida",0
"Lake Mohegan","July","7-22_LM","Stramenopiles",0.0215057062216223
"Lake Mohegan","July","7-22_LM","Streptophyta",0.0361700822186771
"Lake Mohegan","July","7-22_LM","Telonemia",0
"Lake Mohegan","July","7-22_LM","Tubulinea",6.13572217449994e-05
"Lake Mohegan","July","7-22_LM","Verrucomicrobia",0.000184071665234998
"Lake Mohegan","June","6-01_LM","Alveolata",0
"Lake Mohegan","June","6-01_LM","Ancyromonadida",0
"Lake Mohegan","June","6-01_LM","Apusomonada",0
"Lake Mohegan","June","6-01_LM","Centroplasthelida",0
"Lake Mohegan","June","6-01_LM","Chlorophyta",0.0073510701461732
"Lake Mohegan","June","6-01_LM","Collodictyonidae",0
"Lake Mohegan","June","6-01_LM","Cryptophyta",0.00281319799824705
"Lake Mohegan","June","6-01_LM","Discoba",0
"Lake Mohegan","June","6-01_LM","Discosea",0
"Lake Mohegan","June","6-01_LM","Evosea",0
"Lake Mohegan","June","6-01_LM","Firmicutes",0
"Lake Mohegan","June","6-01_LM","Haptophyta",0
