"Lake","Month","Date_Sam","Taxa","RelAbund"
"Lake Rippowam","August","8-04_LR","Aphanizomenon",0.0291378792430159
"Lake Rippowam","August","8-04_LR","Cyanobium",0.042655452087714
"Lake Rippowam","August","8-04_LR","Dolichospermum",0.258185641333734
"Lake Rippowam","August","8-04_LR","Planktothrix",0.650946230099129
"Lake Rippowam","August","8-04_LR","Woronichinia",0.0118654250525683
"Lake Rippowam","August","8-12_LR","Aphanizomenon",0.0238240311966854
"Lake Rippowam","August","8-12_LR","Cyanobium",0.0566658542529856
"Lake Rippowam","August","8-12_LR","Dolichospermum",0.0442359249329759
"Lake Rippowam","August","8-12_LR","Planktothrix",0.816658542529856
"Lake Rippowam","August","8-12_LR","Vulcanococcus",0.0424689251767
"Lake Rippowam","August","8-18_LR","Cyanobium",0.138866799204771
"Lake Rippowam","August","8-18_LR","Dolichospermum",0.0727634194831014
"Lake Rippowam","August","8-18_LR","Lacustricoccus",0.010337972166998
"Lake Rippowam","August","8-18_LR","Microcystis",0.018986083499006
"Lake Rippowam","August","8-18_LR","Planktothrix",0.60427435387674
"Lake Rippowam","August","8-18_LR","Pseudanabaena",0.0175944333996024
"Lake Rippowam","August","8-18_LR","Vulcanococcus",0.135288270377734
"Lake Rippowam","August","8-26_LR","Aphanizomenon",0.0348552792498981
"Lake Rippowam","August","8-26_LR","Cyanobium",0.179372197309417
"Lake Rippowam","August","8-26_LR","Dolichospermum",0.262128006522625
"Lake Rippowam","August","8-26_LR","Planktothrix",0.393395841826335
"Lake Rippowam","August","8-26_LR","Pseudanabaena",0.0715450468813698
"Lake Rippowam","August","8-26_LR","Vulcanococcus",0.0356706074194863
"Lake Rippowam","August","8-26_LR","Woronichinia",0.0179372197309417
"Lake Rippowam","July","7-08_LR","Aphanizomenon",0.0816613418530351
"Lake Rippowam","July","7-08_LR","Cyanobium",0.232076677316294
"Lake Rippowam","July","7-08_LR","Dolichospermum",0.605111821086262
"Lake Rippowam","July","7-08_LR","Lacustricoccus",0.0115015974440895
"Lake Rippowam","July","7-08_LR","Pseudanabaena",0.0113738019169329
"Lake Rippowam","July","7-08_LR","Vulcanococcus",0.0552076677316294
"Lake Rippowam","July","7-14_LR","Aphanizomenon",0.0420097462611326
"Lake Rippowam","July","7-14_LR","Cyanobium",0.108553184338767
"Lake Rippowam","July","7-14_LR","Dolichospermum",0.761048563266678
"Lake Rippowam","July","7-14_LR","Pseudanabaena",0.0198286002352546
"Lake Rippowam","July","7-14_LR","Vulcanococcus",0.032011426650983
"Lake Rippowam","July","7-18_LR","Aphanizomenon",0.0533803644914756
"Lake Rippowam","July","7-18_LR","Cyanobium",0.103233392122281
"Lake Rippowam","July","7-18_LR","Desikacharya",0.0273956496178718
"Lake Rippowam","July","7-18_LR","Dolichospermum",0.571310993533216
"Lake Rippowam","July","7-18_LR","Marileptolyngbya",0.0459729570840682
"Lake Rippowam","July","7-18_LR","Planktothrix",0.167195767195767
"Lake Rippowam","July","7-18_LR","Vulcanococcus",0.0315108759553204
"Lake Rippowam","July","7-22_LR","Aphanizomenon",0.0475038486914449
"Lake Rippowam","July","7-22_LR","Chrysosporum",0.0127556630745547
"Lake Rippowam","July","7-22_LR","Cyanobium",0.152188255992962
"Lake Rippowam","July","7-22_LR","Dolichospermum",0.59830657576424
"Lake Rippowam","July","7-22_LR","Lacustricoccus",0.0123158126237079
"Lake Rippowam","July","7-22_LR","Marileptolyngbya",0.0314493072355399
"Lake Rippowam","July","7-22_LR","Planktothrix",0.0709258851990323
"Lake Rippowam","July","7-22_LR","Pseudanabaena",0.0107763360457444
"Lake Rippowam","July","7-22_LR","Vulcanococcus",0.042335605893996
"Lake Rippowam","July","7-22_LR","Woronichinia",0.0153947657796349
"Lake Rippowam","June","6-01_LR","Aphanizomenon",0.0662949194547708
"Lake Rippowam","June","6-01_LR","Cyanobium",0.107496902106568
"Lake Rippowam","June","6-01_LR","Dolichospermum",0.38909541511772
"Lake Rippowam","June","6-01_LR","Limnothrix",0.0210656753407683
"Lake Rippowam","June","6-01_LR","Microcystis",0.0619578686493185
"Lake Rippowam","June","6-01_LR","Nodosilinea",0.0229244114002478
"Lake Rippowam","June","6-01_LR","Planktothrix",0.12453531598513
"Lake Rippowam","June","6-01_LR","Pseudanabaena",0.0368649318463445
"Lake Rippowam","June","6-01_LR","Regnicoccus",0.0278810408921933
"Lake Rippowam","June","6-01_LR","Vulcanococcus",0.0728004956629492
"Lake Rippowam","June","6-01_LR","Woronichinia",0.0579306071871128
"Lake Rippowam","June","6-08_LR","Aphanizomenon",0.201801801801802
"Lake Rippowam","June","6-08_LR","Cyanobium",0.214414414414414
"Lake Rippowam","June","6-08_LR","Dolichospermum",0.293993993993994
"Lake Rippowam","June","6-08_LR","Microcystis",0.0435435435435435
"Lake Rippowam","June","6-08_LR","Planktothrix",0.109009009009009
"Lake Rippowam","June","6-08_LR","Pseudanabaena",0.0525525525525526
"Lake Rippowam","June","6-08_LR","Vulcanococcus",0.0693693693693694
"Lake Rippowam","June","6-16_LR","Aphanizomenon",0.0819716775599129
"Lake Rippowam","June","6-16_LR","Cyanobium",0.538398692810457
"Lake Rippowam","June","6-16_LR","Dolichospermum",0.108115468409586
"Lake Rippowam","June","6-16_LR","Geitlerinema",0.0381263616557734
"Lake Rippowam","June","6-16_LR","Limnococcus",0.0231481481481481
"Lake Rippowam","June","6-16_LR","Microcystis",0.0258714596949891
"Lake Rippowam","June","6-16_LR","Nodosilinea",0.014161220043573
"Lake Rippowam","June","6-16_LR","Planktothrix",0.0212418300653595
"Lake Rippowam","June","6-16_LR","Pseudanabaena",0.0631808278867102
"Lake Rippowam","June","6-16_LR","Regnicoccus",0.0177015250544662
"Lake Rippowam","June","6-16_LR","Vulcanococcus",0.0334967320261438
"Lake Rippowam","June","6-16_LR","Woronichinia",0.0345860566448802
"Lake Rippowam","June","6-19_LR","Aphanizomenon",0.0447318210727157
"Lake Rippowam","June","6-19_LR","Cyanobium",0.604833580665677
"Lake Rippowam","June","6-19_LR","Dolichospermum",0.111511553953784
"Lake Rippowam","June","6-19_LR","Limnococcus",0.0190799236803053
"Lake Rippowam","June","6-19_LR","Microcystis",0.0226839092643629
"Lake Rippowam","June","6-19_LR","Planktothrix",0.0271358914564342
"Lake Rippowam","June","6-19_LR","Pseudanabaena",0.0392198431206275
"Lake Rippowam","June","6-19_LR","Vulcanococcus",0.114903540385838
"Lake Rippowam","June","6-19_LR","Woronichinia",0.0137799448802205
"Lake Rippowam","September","9-01_LR","Aphanizomenon",0.0434338272866633
"Lake Rippowam","September","9-01_LR","Cyanobium",0.0533469596320899
"Lake Rippowam","September","9-01_LR","Dolichospermum",0.157077158916709
"Lake Rippowam","September","9-01_LR","Marileptolyngbya",0.0672457843638222
"Lake Rippowam","September","9-01_LR","Planktothrix",0.612672457843638
"Lake Rippowam","September","9-01_LR","Pseudanabaena",0.0263668880940215
"Lake Rippowam","September","9-01_LR","Vulcanococcus",0.0362800204394481
"Lake Rippowam","September","9-09_LR","Aphanizomenon",0.0565586512017219
"Lake Rippowam","September","9-09_LR","Dolichospermum",0.723902905655865
"Lake Rippowam","September","9-09_LR","Planktothrix",0.142054286739208
"Lake Rippowam","September","9-09_LR","Pseudanabaena",0.0561999282554107
"Lake Rippowam","September","9-09_LR","Vulcanococcus",0.0111204113356451
"Lake Rippowam","September","9-16_LR","Dolichospermum",0.0573406576868086
"Lake Rippowam","September","9-16_LR","Limnococcus",0.0145985401459854
"Lake Rippowam","September","9-16_LR","Planktothrix",0.909624501467379
"Lake Rippowam","September","9-16_LR","Pseudanabaena",0.0184363006998269
"Teatown Lake","August","8-04_TTL","Aphanizomenon",0.268181818181818
"Teatown Lake","August","8-04_TTL","Cuspidothrix",0.363636363636364
"Teatown Lake","August","8-04_TTL","Microcystis",0.134090909090909
"Teatown Lake","August","8-04_TTL","Raphidiopsis",0.2
"Teatown Lake","August","8-04_TTL","Woronichinia",0.0340909090909091
"Teatown Lake","August","8-12_TTL","Cuspidothrix",0.032258064516129
"Teatown Lake","August","8-12_TTL","Cyanobium",0.0401810979060555
"Teatown Lake","August","8-12_TTL","Dolichospermum",0.257498585172609
"Teatown Lake","August","8-12_TTL","Raphidiopsis",0.670062252405207
"Teatown Lake","August","8-18_TTL","Cyanobium",0.0691114245416079
"Teatown Lake","August","8-18_TTL","Dolichospermum",0.725905030559473
"Teatown Lake","August","8-18_TTL","Microcystis",0.0267983074753173
"Teatown Lake","August","8-18_TTL","Planktothrix",0.0178655383168782
"Teatown Lake","August","8-18_TTL","Raphidiopsis",0.15420780441937
"Teatown Lake","August","8-26_TTL","Aphanizomenon",0.0727941176470588
"Teatown Lake","August","8-26_TTL","Cephalothrix",0.0117647058823529
"Teatown Lake","August","8-26_TTL","Dolichospermum",0.898161764705882
"Teatown Lake","July","7-08_TTL","Aphanizomenon",0.862704309063893
"Teatown Lake","July","7-08_TTL","Dolichospermum",0.0469539375928678
"Teatown Lake","July","7-08_TTL","Woronichinia",0.0897473997028232
"Teatown Lake","July","7-14_TTL","Aphanizomenon",0.787182966287444
"Teatown Lake","July","7-14_TTL","Cyanobium",0.10520822461121
"Teatown Lake","July","7-14_TTL","Dolichospermum",0.0442542532094771
"Teatown Lake","July","7-14_TTL","Vulcanococcus",0.0245277110948753
"Teatown Lake","July","7-14_TTL","Woronichinia",0.0383049786034861
"Teatown Lake","July","7-18_TTL","Aphanizomenon",0.909817800498099
"Teatown Lake","July","7-18_TTL","Dolichospermum",0.0588543714772578
"Teatown Lake","July","7-18_TTL","Woronichinia",0.0251671254423909
"Teatown Lake","July","7-22_TTL","Aphanizomenon",0.934557193165515
"Teatown Lake","July","7-22_TTL","Dolichospermum",0.0562801617320986
"Teatown Lake","June","6-01_TTL","Aphanizomenon",1
"Teatown Lake","June","6-08_TTL","Aphanizomenonaceae_unknown",0.65625
"Teatown Lake","June","6-08_TTL","Planktothrix",0.34375
"Teatown Lake","June","6-16_TTL","Aliinostoc",0.0659661412726211
"Teatown Lake","June","6-16_TTL","Aphanizomenon",0.771745475773497
"Teatown Lake","June","6-16_TTL","Aphanizomenonaceae_unknown",0.103327495621716
"Teatown Lake","June","6-16_TTL","Cyanobium",0.0110916520723876
"Teatown Lake","June","6-16_TTL","Dolichospermum",0.0338587273788675
"Teatown Lake","June","6-19_TTL","Aphanizomenon",0.908757327605495
"Teatown Lake","June","6-19_TTL","Aphanizomenonaceae_unknown",0.0201369311316955
"Teatown Lake","June","6-19_TTL","Dolichospermum",0.0575916230366492
"Teatown Lake","September","9-01_TTL","Aphanizomenon",0.0361414456578263
"Teatown Lake","September","9-01_TTL","Dolichospermum",0.886895475819033
"Teatown Lake","September","9-01_TTL","Pseudanabaena",0.0351014040561622
"Teatown Lake","September","9-01_TTL","Raphidiopsis",0.0327613104524181
"Teatown Lake","September","9-09_TTL","Cephalothrix",0.0342910101946247
"Teatown Lake","September","9-09_TTL","Dolichospermum",0.831325301204819
"Teatown Lake","September","9-09_TTL","Raphidiopsis",0.134383688600556
"Teatown Lake","September","9-16_TTL","Cephalothrix",0.0232804232804233
"Teatown Lake","September","9-16_TTL","Dolichospermum",0.934391534391534
"Teatown Lake","September","9-16_TTL","Microcystis",0.0423280423280423
