"ASV_ID","Module_Color","MM","p.MM","GS","p.GS","Class","Order","Family","Genus","Species","Taxa2","Trait"
"16S_ASV_90","black",0.939672211529516,1.19046915925771e-21,-0.268406163731782,0.0746305091603259,"Cyanophyceae","Nostocales","Aphanizomenonaceae","Aphanizomenon",NA,"Aphanizomenon","Bdo"
"16S_ASV_201","black",0.940248398586202,9.74158270295358e-22,-0.266871986183409,0.0763695308157529,"Cyanophyceae","Nostocales","Aphanizomenonaceae","Aphanizomenon",NA,"Aphanizomenon","Bdo"
"16S_ASV_145","black",0.940902765613169,7.73872648803847e-22,-0.256159753802276,0.0894160413125585,"Cyanophyceae","Nostocales","Aphanizomenonaceae","Aphanizomenon",NA,"Aphanizomenon","Bdo"
"18S_ASV_721","black",0.378667444762175,0.0103175079962441,-0.186722599999658,0.219386271141509,"Arthropoda","Crustacea","Maxillopoda","Skistodiaptomus",NA,"Opisthokonta_Arthropoda","Bdo"
"18S_ASV_267","black",0.475636828442606,0.000959599712336367,-0.180957241623794,0.234207557587675,"Arthropoda","Crustacea","Maxillopoda","Eudiaptomus","Eudiaptomus_graciloides","Opisthokonta_Arthropoda","Bdo"
"18S_ASV_456","black",0.441056379153885,0.00242462565720868,-0.167487442522731,0.271456794854259,"Arthropoda","Crustacea","Maxillopoda","Eudiaptomus","Eudiaptomus_graciloides","Opisthokonta_Arthropoda","Bdo"
"18S_ASV_2","black",0.428329219683666,0.00333133547938699,-0.150049394641424,0.325203247451708,"Arthropoda","Crustacea","Ostracoda","Cypridopsis","Cypridopsis_japonica","Opisthokonta_Arthropoda","Bdo"
"18S_ASV_88","black",0.467049329595062,0.00121897606788917,-0.0844639210141982,0.581192071933612,"Arthropoda","Crustacea","Ostracoda","Cypridopsis","Cypridopsis_japonica","Opisthokonta_Arthropoda","Bdo"
"16S_ASV_213","black",0.343607644328163,0.0208336507926195,0.078965406241565,0.606122560746023,"Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium",NA,"Sediminibacterium","Bdo"
"18S_ASV_738","black",0.40905472659179,0.00527043038630165,-0.0539819651317331,0.724696656390597,"Arthropoda","Crustacea","Maxillopoda",NA,NA,"Opisthokonta_Arthropoda","Bdo"
"16S_ASV_864","black",0.425580538738485,0.00356233301609467,-0.0440561638027709,0.773836092748879,"Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylorosula",NA,"Methylorosula","Bdo"
"18S_ASV_541","brown",0.491927598138233,0.00059897547709118,-0.480411006354434,0.000837816697256072,"Peronosporomycetes","Peronosporomycetes","Peronosporales","Peronosporales_X","Peronosporales_X_sp.","Stramenopiles","stemp"
"18S_ASV_508","brown",0.41689063645436,0.00438763121470494,-0.463522322327422,0.00134244962821795,"Peronosporomycetes","Peronosporomycetes","Peronosporales",NA,NA,"Stramenopiles","stemp"
"16S_ASV_866","brown",0.457789853898589,0.00156697595114293,-0.455325002966561,0.00167335571239665,"Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",NA,"Fluviicola","stemp"
"16S_ASV_620","brown",0.417388380467989,0.00433620432079062,-0.446404671633295,0.00211388081461267,"Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",NA,"Fluviicola","stemp"
"18S_ASV_525","brown",0.647730635997908,1.51237203710203e-06,-0.406110239974441,0.00564008584315034,"Chrysophyceae",NA,NA,NA,NA,"Stramenopiles","stemp"
"16S_ASV_370","brown",0.781354585023903,2.3956427620846e-10,-0.389874642296991,0.0081105446387426,"Verrucomicrobiae",NA,NA,NA,NA,NA,"stemp"
"16S_ASV_1038","brown",0.40476818479187,0.00581591923344532,-0.385864066426634,0.00884826160283619,"Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",NA,"Fluviicola","stemp"
"16S_ASV_301","brown",0.856495283528098,6.25254028387997e-14,-0.384949473463974,0.00902436418528589,"Verrucomicrobiae",NA,NA,NA,NA,NA,"stemp"
"16S_ASV_323","brown",0.86485142561781,1.87862985047708e-14,-0.382524452816623,0.00950597629625217,"Verrucomicrobiae",NA,NA,NA,NA,NA,"stemp"
"16S_ASV_408","brown",0.801912607688437,3.58131824144833e-11,-0.381428822636653,0.00973071822966646,"Verrucomicrobiae",NA,NA,NA,NA,NA,"stemp"
"16S_ASV_860","brown",0.806851869478888,2.19448852919293e-11,-0.377780089558321,0.0105124048268367,"Verrucomicrobiae",NA,NA,NA,NA,NA,"stemp"
"16S_ASV_437","brown",0.520166304128085,0.000249800243330482,-0.375032468348176,0.0111360443873679,"Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella",NA,"Pseudarcicella","stemp"
"16S_ASV_305","brown",0.550740879404965,8.85228177115232e-05,-0.374782980888413,0.0111942093003136,"Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella",NA,"Pseudarcicella","stemp"
"16S_ASV_429","brown",0.910332730187507,4.43589315624824e-18,-0.373362173002433,0.0115304374504785,"Verrucomicrobiae",NA,NA,NA,NA,NA,"stemp"
"16S_ASV_369","brown",0.72591910993267,1.67432308132072e-08,-0.370595274450682,0.0122100681947542,"Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella",NA,"Pseudarcicella","stemp"
"16S_ASV_290","brown",0.858791278932285,4.52795565315614e-14,-0.369364221419173,0.0125232817427618,"Verrucomicrobiae",NA,NA,NA,NA,NA,"stemp"
"16S_ASV_105","brown",0.85816270436428,4.94897684517643e-14,-0.368785909527471,0.0126727726132214,"Verrucomicrobiae",NA,NA,NA,NA,NA,"stemp"
"16S_ASV_312","brown",0.874991723335401,3.90335869228136e-15,-0.368635227435513,0.0127119724401377,"Verrucomicrobiae",NA,NA,NA,NA,NA,"stemp"
"16S_ASV_480","brown",0.860384745288793,3.60727276469943e-14,-0.361551363321834,0.0146754026506593,"Verrucomicrobiae",NA,NA,NA,NA,NA,"stemp"
"16S_ASV_1479","brown",0.700445646805543,8.49397134348995e-08,-0.361011844574385,0.0148349663147508,"Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella",NA,"Pseudarcicella","stemp"
"16S_ASV_277","brown",0.707594216138961,5.47901735094158e-08,-0.360780941494223,0.0149037054862974,"Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella",NA,"Pseudarcicella","stemp"
"16S_ASV_374","brown",0.833010062128776,1.26985545012218e-12,-0.358516544572923,0.0155922711847482,"Verrucomicrobiae",NA,NA,NA,NA,NA,"stemp"
"18S_ASV_187","brown",0.627594209775053,3.94727109509067e-06,-0.357044303707054,0.0160542853796547,"Arthropoda","Crustacea","Maxillopoda","Eucyclops","Eucyclops_serrulatus","Opisthokonta_Arthropoda","stemp"
"16S_ASV_476","brown",0.727761997237553,1.47840263140999e-08,-0.355353124615582,0.016599279022991,"Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella",NA,"Pseudarcicella","stemp"
"16S_ASV_576","brown",0.664919415442518,6.29680663756001e-07,-0.354440876661258,0.0168997069018577,"Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella",NA,"Pseudarcicella","stemp"
"16S_ASV_211","brown",0.846110308094723,2.51794163819041e-13,-0.344424437170628,0.0205123837905619,"Verrucomicrobiae",NA,NA,NA,NA,NA,"stemp"
"16S_ASV_353","brown",0.875346072266994,3.6857999275421e-15,-0.343909194300135,0.020714553882172,"Verrucomicrobiae",NA,NA,NA,NA,NA,"stemp"
"16S_ASV_174","brown",0.752298874354626,2.5479744442658e-09,-0.343874109586576,0.0207283810678026,"Verrucomicrobiae",NA,NA,NA,NA,NA,"stemp"
"16S_ASV_346","brown",0.763485521034618,1.06697765551684e-09,-0.337752610196493,0.023262692444541,"Verrucomicrobiae",NA,NA,NA,NA,NA,"stemp"
"18S_ASV_86","brown",0.323911456659612,0.0299603618290458,-0.336674235241726,0.0237349719414887,"Cryptophyceae","Cryptophyceae_X","Basal_Cryptophyceae-1","Basal_Cryptophyceae-1_X","Basal_Cryptophyceae-1_X_sp.","Cryptophyta","stemp"
"16S_ASV_842","brown",0.614350058011238,7.15565496236572e-06,-0.321733889631679,0.0311469985063438,"Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella",NA,"Pseudarcicella","stemp"
"18S_ASV_236","brown",0.524994578802388,0.00021344093967317,-0.321496369719993,0.031278752387709,"Arthropoda","Crustacea","Maxillopoda","Eucyclops","Eucyclops_serrulatus","Opisthokonta_Arthropoda","stemp"
"16S_ASV_440","brown",0.723294147704924,1.99562862378889e-08,-0.321492589166115,0.0312808532090748,"Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium",NA,"Sediminibacterium","stemp"
"16S_ASV_400","brown",0.881771311915711,1.26279530819093e-15,-0.31459520379605,0.0353129981665669,"Verrucomicrobiae",NA,NA,NA,NA,NA,"stemp"
"16S_ASV_516","brown",0.696676016550685,1.06489792053963e-07,-0.314543665255226,0.0353446643058153,"Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella",NA,"Pseudarcicella","stemp"
"16S_ASV_315","brown",0.876121115918714,3.24930476368126e-15,-0.312924000336918,0.0363517842805328,"Verrucomicrobiae",NA,NA,NA,NA,NA,"stemp"
"16S_ASV_494","brown",0.564499593454012,5.36596276209781e-05,-0.304587989291002,0.0419150686975866,"Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella",NA,"Pseudarcicella","stemp"
"16S_ASV_714","brown",0.494851223999834,0.000549025140974185,-0.30347948826404,0.0427045965044479,"Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella",NA,"Pseudarcicella","stemp"
"16S_ASV_870","brown",0.782894945835109,2.09257590666586e-10,-0.299302250487249,0.0457894976468546,"Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella",NA,"Pseudarcicella","stemp"
"16S_ASV_256","brown",0.824880732891891,3.23657352599884e-12,-0.296578064487901,0.047897124167031,"Verrucomicrobiae",NA,NA,NA,NA,NA,"stemp"
"16S_ASV_782","brown",0.768603081663454,7.05119596491944e-10,-0.296108824333051,0.0482679772526138,"Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella",NA,"Pseudarcicella","stemp"
"16S_ASV_390","brown",0.805367643544231,2.5461578886256e-11,-0.29332927772153,0.0505127024969114,"Verrucomicrobiae",NA,NA,NA,NA,NA,"stemp"
"16S_ASV_385","brown",0.42992999379664,0.00320295911233783,-0.291312112283389,0.0521939787702257,"Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae",NA,NA,NA,"stemp"
"18S_ASV_904","brown",0.498964132199156,0.000485085465578126,-0.28999669508117,0.0533144675750186,"Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Protosiphon",NA,"Chlorophyta","stemp"
"16S_ASV_570","brown",0.7149827473639,3.43477101116633e-08,-0.28346986694471,0.0591639537568355,"Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium",NA,"Sediminibacterium","stemp"
"16S_ASV_621","brown",0.5770550315599,3.33166574671408e-05,-0.280820698968137,0.0616800967432815,"Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella",NA,"Pseudarcicella","stemp"
"16S_ASV_79","brown",0.739394356283546,6.58168298972903e-09,-0.278438953047185,0.0640145065667804,"Verrucomicrobiae",NA,NA,NA,NA,NA,"stemp"
"16S_ASV_795","brown",0.559453983565413,6.46383624910119e-05,-0.276656856843089,0.0658067811822617,"Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella",NA,"Pseudarcicella","stemp"
"16S_ASV_1054","brown",0.737567737344259,7.49442047395067e-09,-0.274003833316674,0.0685486068928842,"Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella",NA,"Pseudarcicella","stemp"
"18S_ASV_1133","brown",0.635915851631426,2.67752657116458e-06,-0.273358023271973,0.0692295502553791,"Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydopodium","Chlamydopodium_sp.","Chlorophyta","stemp"
"16S_ASV_504","brown",0.772876060207692,4.94903142316215e-10,-0.271242762024607,0.0714974722432839,"Verrucomicrobiae",NA,NA,NA,NA,NA,"stemp"
"16S_ASV_394","brown",0.591643768666153,1.86733862860416e-05,-0.270732559407774,0.0720531909848763,"Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",NA,"Fluviicola","stemp"
"16S_ASV_501","brown",0.761691934032232,1.23067740248194e-09,-0.265239994065147,0.078254249656376,"Verrucomicrobiae",NA,NA,NA,NA,NA,"stemp"
"18S_ASV_708","brown",0.363276777935073,0.0141748655384129,-0.256979590449795,0.0883601281955908,"Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlorococcum",NA,"Chlorophyta","stemp"
"16S_ASV_456","brown",0.625571043172391,4.33049318358268e-06,-0.252017580539935,0.0949015578623631,"Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",NA,"Fluviicola","stemp"
"16S_ASV_1059","brown",0.323932210011811,0.0299492354835506,-0.251818935709448,0.0951710151612697,"Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus-Limnoluna",NA,"Candidatus-Limnoluna","stemp"
"16S_ASV_128","brown",0.701716230024218,7.86453739681746e-08,-0.251305851945679,0.0958697370373358,"Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,NA,"stemp"
"16S_ASV_578","brown",0.628327795963598,3.81623762191893e-06,-0.243580948303303,0.106874882396795,"Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella",NA,"Pseudarcicella","stemp"
"16S_ASV_469","brown",0.510588441654256,0.000338942475757399,-0.241162056532132,0.110512207741536,"Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella",NA,"Pseudarcicella","stemp"
"16S_ASV_650","brown",0.538521469521742,0.000135618808454543,-0.240192744788049,0.111995957295567,"Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella",NA,"Pseudarcicella","stemp"
"18S_ASV_257","brown",0.603997188710054,1.11829817293161e-05,-0.23429397269346,0.121354119725794,NA,NA,NA,NA,NA,"Opisthokonta_Unclassified","stemp"
"16S_ASV_667","brown",0.340718336908874,0.0220042428839971,-0.23383965849955,0.122098615163458,"Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus",NA,"Algoriphagus","stemp"
"16S_ASV_1529","brown",0.331888089503938,0.0259290057566355,-0.2316737535533,0.125695348316348,"Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus-Limnoluna",NA,"Candidatus-Limnoluna","stemp"
"16S_ASV_825","brown",0.304983532349446,0.0416362448107231,-0.226314763484078,0.134936191483047,"Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus-Limnoluna",NA,"Candidatus-Limnoluna","stemp"
"16S_ASV_1018","brown",0.51519112693335,0.000293039147657214,-0.224173763701918,0.1387663201531,"Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella",NA,"Pseudarcicella","stemp"
"16S_ASV_453","brown",0.577841849531805,3.23151558519394e-05,-0.216350378090925,0.153449759579016,"Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella",NA,"Pseudarcicella","stemp"
"16S_ASV_199","brown",0.643169499753501,1.89095055589265e-06,-0.213578443896502,0.158916422272347,"Verrucomicrobiae",NA,NA,NA,NA,NA,"stemp"
"16S_ASV_784","brown",0.533785707771841,0.000159303329346748,-0.211231010856412,0.16365596198294,"Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella",NA,"Pseudarcicella","stemp"
"18S_ASV_679","brown",0.372232345398392,0.0118039402324599,-0.205695384437617,0.175237807216509,"Chrysophyceae","Chrysophyceae_env_clade-I","Chrysophyceae_env_clade-I_X","Chrysophyceae_env_clade-I_XX","Chrysophyceae_env_clade-I_XX_sp.","Stramenopiles","stemp"
"18S_ASV_983","brown",0.347522105802562,0.0193315903563996,-0.179331833742252,0.238506866825602,"Filosa-SarcomoNAdea","Glissomonadida","Bodomorphidae","Bodomorpha","Bodomorpha_minima","Rhizaria","stemp"
"16S_ASV_1212","brown",0.478573526435148,0.000882947642810883,-0.177457457739693,0.24353103838989,"Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus-Limnoluna",NA,"Candidatus-Limnoluna","stemp"
"16S_ASV_988","brown",0.550427035747994,8.95166512667253e-05,-0.176283647389642,0.246713644369858,"Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella",NA,"Pseudarcicella","stemp"
"16S_ASV_854","brown",0.494486591856683,0.000555043622684138,-0.176185509242,0.24698099805047,"Actinobacteria","Frankiales","Sporichthyaceae","hgcI-clade",NA,"hgcI-clade","stemp"
"16S_ASV_1014","brown",0.466261879796249,0.00124563015420844,-0.174369434030989,0.2519637985543,"Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus-Limnoluna",NA,"Candidatus-Limnoluna","stemp"
"16S_ASV_630","brown",0.565400438272365,5.18890001771657e-05,-0.173623666526449,0.254029421625771,"Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella",NA,"Pseudarcicella","stemp"
"16S_ASV_427","brown",0.53487910226452,0.000153524341716844,-0.158538452713846,0.298257420810169,"Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,NA,"stemp"
