"ASV_16S","ASV_18S","Module_Color","Correlation_16S_18S","P_value_16S_18S","16S_Taxa2","16S_ASV_ID","18S_Taxa2","18S_ASV_ID"
"16S_ASV_415","18S_ASV_88","black",0.557991931096653,6.81823849173821e-05,"FukuN18-freshwater-group","16S_ASV_415","Opisthokonta_Arthropoda","18S_ASV_88"
"16S_ASV_562","18S_ASV_738","black",0.556156994988456,7.28808124637178e-05,"Candidatus-Planktophila","16S_ASV_562","Opisthokonta_Arthropoda","18S_ASV_738"
"16S_ASV_584","18S_ASV_738","black",0.554184758548426,7.82584194243678e-05,"Candidatus-Aquiluna","16S_ASV_584","Opisthokonta_Arthropoda","18S_ASV_738"
"16S_ASV_240","18S_ASV_88","black",0.548609014917722,9.54763210740757e-05,"FukuN18-freshwater-group","16S_ASV_240","Opisthokonta_Arthropoda","18S_ASV_88"
"16S_ASV_562","18S_ASV_363","black",0.542336237717772,0.00011891817389269,"Candidatus-Planktophila","16S_ASV_562","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_358","18S_ASV_88","black",0.541948244512969,0.000120526980386313,"FukuN18-freshwater-group","16S_ASV_358","Opisthokonta_Arthropoda","18S_ASV_88"
"16S_ASV_157","18S_ASV_363","black",0.539422755838377,0.000131491537843498,"Aphanizomenon","16S_ASV_157","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_584","18S_ASV_267","black",0.538635676797256,0.000135089387656187,"Candidatus-Aquiluna","16S_ASV_584","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_196","18S_ASV_395","black",0.53640067487596,0.000145798681758035,"Aphanizomenon","16S_ASV_196","Opisthokonta_Arthropoda","18S_ASV_395"
"16S_ASV_210","18S_ASV_363","black",0.531745226156119,0.000170618542252259,"Aphanizomenon","16S_ASV_210","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_562","18S_ASV_395","black",0.531112100600194,0.000174274754359761,"Candidatus-Planktophila","16S_ASV_562","Opisthokonta_Arthropoda","18S_ASV_395"
"16S_ASV_172","18S_ASV_363","black",0.524659110916597,0.000215802977431374,"Aphanizomenon","16S_ASV_172","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_164","18S_ASV_363","black",0.523749767882267,0.000222325159340927,"Aphanizomenon","16S_ASV_164","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_519","18S_ASV_2","black",0.52367583544665,0.000222863195114382,"FukuN18-freshwater-group","16S_ASV_519","Opisthokonta_Arthropoda","18S_ASV_2"
"16S_ASV_196","18S_ASV_456","black",0.521891652935531,0.000236210057893966,"Aphanizomenon","16S_ASV_196","Opisthokonta_Arthropoda","18S_ASV_456"
"16S_ASV_415","18S_ASV_2","black",0.521871293076439,0.000236366448471141,"FukuN18-freshwater-group","16S_ASV_415","Opisthokonta_Arthropoda","18S_ASV_2"
"16S_ASV_231","18S_ASV_363","black",0.521471623951673,0.000239455461666297,"Aphanizomenon","16S_ASV_231","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_47","18S_ASV_363","black",0.517680507466716,0.000270624817635563,"Aphanizomenon","16S_ASV_47","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_101","18S_ASV_363","black",0.513845375590608,0.000305842104791119,"Aphanizomenon","16S_ASV_101","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_124","18S_ASV_363","black",0.511128844672451,0.000333236045496877,"Aphanizomenon","16S_ASV_124","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_67","18S_ASV_363","black",0.510888873925321,0.000335759251001428,"Aphanizomenon","16S_ASV_67","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_95","18S_ASV_363","black",0.510249872818509,0.000342562379001936,"Dolichospermum","16S_ASV_95","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_183","18S_ASV_363","black",0.510246078527033,0.000342603143540544,"Aphanizomenon","16S_ASV_183","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_158","18S_ASV_363","black",0.509029721972729,0.000355899046275511,"Aphanizomenon","16S_ASV_158","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_240","18S_ASV_2","black",0.508616687550346,0.000360518599399708,"FukuN18-freshwater-group","16S_ASV_240","Opisthokonta_Arthropoda","18S_ASV_2"
"16S_ASV_584","18S_ASV_363","black",0.508508055272859,0.000361742533314655,"Candidatus-Aquiluna","16S_ASV_584","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_85","18S_ASV_363","black",0.506142098124436,0.000389345626395028,"Aphanizomenon","16S_ASV_85","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_145","18S_ASV_363","black",0.506002018280319,0.000391037886214309,"Aphanizomenon","16S_ASV_145","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_358","18S_ASV_2","black",0.505546562661064,0.000396585995548544,"FukuN18-freshwater-group","16S_ASV_358","Opisthokonta_Arthropoda","18S_ASV_2"
"16S_ASV_214","18S_ASV_363","black",0.504222301749873,0.000413122516904533,"Aphanizomenon","16S_ASV_214","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_228","18S_ASV_363","black",0.502382797003894,0.000437123401131635,"Aphanizomenon","16S_ASV_228","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_69","18S_ASV_363","black",0.502293233932382,0.000438323376040571,NA,"16S_ASV_69","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_190","18S_ASV_363","black",0.50198309784604,0.000442501551518739,"Aphanizomenon","16S_ASV_190","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_11","18S_ASV_363","black",0.499925350435464,0.000471143513145598,NA,"16S_ASV_11","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_27","18S_ASV_363","black",0.498671597478223,0.000489401541306695,"Aphanizomenon","16S_ASV_27","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_584","18S_ASV_456","black",0.497514906997066,0.000506807620958267,"Candidatus-Aquiluna","16S_ASV_584","Opisthokonta_Arthropoda","18S_ASV_456"
"16S_ASV_54","18S_ASV_363","black",0.497459244474645,0.000507659100080259,"Aphanizomenon","16S_ASV_54","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_157","18S_ASV_267","black",0.497120695363725,0.000512865692813111,"Aphanizomenon","16S_ASV_157","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_141","18S_ASV_363","black",0.496131304128932,0.000528357864399005,"Aphanizomenon","16S_ASV_141","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_214","18S_ASV_88","black",0.495600533442019,0.000536840945200718,"Aphanizomenon","16S_ASV_214","Opisthokonta_Arthropoda","18S_ASV_88"
"16S_ASV_161","18S_ASV_363","black",0.493687236628875,0.000568445265116438,"Aphanizomenon","16S_ASV_161","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_6","18S_ASV_363","black",0.490208053555879,0.000630223367892908,"Aphanizomenon","16S_ASV_6","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_196","18S_ASV_721","black",0.489966964715436,0.00063471940108293,"Aphanizomenon","16S_ASV_196","Opisthokonta_Arthropoda","18S_ASV_721"
"16S_ASV_106","18S_ASV_363","black",0.489694214589714,0.00063984054545614,"Dolichospermum","16S_ASV_106","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_200","18S_ASV_363","black",0.486855223444973,0.000695387612351586,"Aphanizomenon","16S_ASV_200","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_125","18S_ASV_363","black",0.486675267535688,0.000699050000779006,"Aphanizomenon","16S_ASV_125","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_231","18S_ASV_88","black",0.485652497509713,0.000720195164899493,"Aphanizomenon","16S_ASV_231","Opisthokonta_Arthropoda","18S_ASV_88"
"16S_ASV_71","18S_ASV_363","black",0.48348344457735,0.000766945555730353,"Aphanizomenon","16S_ASV_71","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_237","18S_ASV_363","black",0.483450408042054,0.000767678130765256,"Aphanizomenon","16S_ASV_237","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_196","18S_ASV_738","black",0.483383294632432,0.000769168279046894,"Aphanizomenon","16S_ASV_196","Opisthokonta_Arthropoda","18S_ASV_738"
"16S_ASV_309","18S_ASV_363","black",0.482351351373327,0.000792409247251791,"Aphanizomenon","16S_ASV_309","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_90","18S_ASV_363","black",0.481916901457466,0.000802380268359833,"Aphanizomenon","16S_ASV_90","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_148","18S_ASV_363","black",0.480875626695917,0.000826736905530598,"Aphanizomenon","16S_ASV_148","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_245","18S_ASV_363","black",0.480070266580862,0.000846026520151011,"Aphanizomenon","16S_ASV_245","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_201","18S_ASV_88","black",0.478880608315774,0.000875257308116346,"Aphanizomenon","16S_ASV_201","Opisthokonta_Arthropoda","18S_ASV_88"
"16S_ASV_236","18S_ASV_363","black",0.478623735106469,0.000881686138099439,"Aphanizomenon","16S_ASV_236","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_67","18S_ASV_88","black",0.477995921135348,0.000897576580139449,"Aphanizomenon","16S_ASV_67","Opisthokonta_Arthropoda","18S_ASV_88"
"16S_ASV_209","18S_ASV_363","black",0.477052556608099,0.00092193525732888,"Aphanizomenon","16S_ASV_209","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_334","18S_ASV_363","black",0.476315989398349,0.000941362976816072,"Aphanizomenon","16S_ASV_334","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_158","18S_ASV_88","black",0.475281101041034,0.00096927699713096,"Aphanizomenon","16S_ASV_158","Opisthokonta_Arthropoda","18S_ASV_88"
"16S_ASV_157","18S_ASV_456","black",0.474448101964891,0.0009922798448631,"Aphanizomenon","16S_ASV_157","Opisthokonta_Arthropoda","18S_ASV_456"
"16S_ASV_101","18S_ASV_88","black",0.473367905161942,0.0010228340792837,"Aphanizomenon","16S_ASV_101","Opisthokonta_Arthropoda","18S_ASV_88"
"16S_ASV_159","18S_ASV_363","black",0.472869869313136,0.001037202080762,"Aphanizomenon","16S_ASV_159","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_117","18S_ASV_363","black",0.472265816509722,0.00105487007771265,"Aphanizomenon","16S_ASV_117","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_90","18S_ASV_88","black",0.471548656198746,0.00107619459732647,"Aphanizomenon","16S_ASV_90","Opisthokonta_Arthropoda","18S_ASV_88"
"16S_ASV_183","18S_ASV_267","black",0.469166558475516,0.00114981203509545,"Aphanizomenon","16S_ASV_183","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_164","18S_ASV_88","black",0.468507498784431,0.00117095701164348,"Aphanizomenon","16S_ASV_164","Opisthokonta_Arthropoda","18S_ASV_88"
"16S_ASV_210","18S_ASV_88","black",0.466298295912193,0.00124438616901714,"Aphanizomenon","16S_ASV_210","Opisthokonta_Arthropoda","18S_ASV_88"
"16S_ASV_196","18S_ASV_32","black",0.465510420941016,0.00127154858283494,"Aphanizomenon","16S_ASV_196","Opisthokonta_Arthropoda","18S_ASV_32"
"16S_ASV_201","18S_ASV_363","black",0.464164323062283,0.00131917898919413,"Aphanizomenon","16S_ASV_201","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_145","18S_ASV_267","black",0.463858734987238,0.00133021051740888,"Aphanizomenon","16S_ASV_145","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_172","18S_ASV_88","black",0.463841780282807,0.00133082496699312,"Aphanizomenon","16S_ASV_172","Opisthokonta_Arthropoda","18S_ASV_88"
"16S_ASV_146","18S_ASV_363","black",0.461615403991022,0.00141373775076926,"Aphanizomenon","16S_ASV_146","Opisthokonta_Arthropoda","18S_ASV_363"
"16S_ASV_69","18S_ASV_267","black",0.460560219698558,0.00145461404359914,NA,"16S_ASV_69","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_562","18S_ASV_267","black",0.45955056648503,0.0014947063413127,"Candidatus-Planktophila","16S_ASV_562","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_85","18S_ASV_88","black",0.45945316269832,0.00149862558245871,"Aphanizomenon","16S_ASV_85","Opisthokonta_Arthropoda","18S_ASV_88"
"16S_ASV_95","18S_ASV_88","black",0.45943335814333,0.00149942357517443,"Dolichospermum","16S_ASV_95","Opisthokonta_Arthropoda","18S_ASV_88"
"16S_ASV_141","18S_ASV_267","black",0.459228848183478,0.00150768607575801,"Aphanizomenon","16S_ASV_141","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_124","18S_ASV_88","black",0.457157056136585,0.00159369750635138,"Aphanizomenon","16S_ASV_124","Opisthokonta_Arthropoda","18S_ASV_88"
"16S_ASV_562","18S_ASV_456","black",0.456626121160045,0.00161642887159266,"Candidatus-Planktophila","16S_ASV_562","Opisthokonta_Arthropoda","18S_ASV_456"
"16S_ASV_214","18S_ASV_2","black",0.456496112668446,0.0016220386996485,"Aphanizomenon","16S_ASV_214","Opisthokonta_Arthropoda","18S_ASV_2"
"16S_ASV_228","18S_ASV_267","black",0.456456024580018,0.00162377197037345,"Aphanizomenon","16S_ASV_228","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_71","18S_ASV_27","black",0.455153247580846,0.00168100173759321,"Aphanizomenon","16S_ASV_71","Chlorophyta","18S_ASV_27"
"16S_ASV_161","18S_ASV_267","black",0.454488193408976,0.00171090104723784,"Aphanizomenon","16S_ASV_161","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_562","18S_ASV_748","black",0.453305353031355,0.00176524585759995,"Candidatus-Planktophila","16S_ASV_562","Stramenopiles","18S_ASV_748"
"16S_ASV_209","18S_ASV_395","black",0.452326493179173,0.00181137028925533,"Aphanizomenon","16S_ASV_209","Opisthokonta_Arthropoda","18S_ASV_395"
"16S_ASV_125","18S_ASV_267","black",0.451788486041257,0.0018371736069674,"Aphanizomenon","16S_ASV_125","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_27","18S_ASV_395","black",0.451514748245785,0.00185042690036185,"Aphanizomenon","16S_ASV_27","Opisthokonta_Arthropoda","18S_ASV_395"
"16S_ASV_146","18S_ASV_267","black",0.45120171729631,0.00186568635947988,"Aphanizomenon","16S_ASV_146","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_71","18S_ASV_88","black",0.451024586279239,0.00187437033399853,"Aphanizomenon","16S_ASV_71","Opisthokonta_Arthropoda","18S_ASV_88"
"16S_ASV_157","18S_ASV_395","black",0.45081692768738,0.00188459651733603,"Aphanizomenon","16S_ASV_157","Opisthokonta_Arthropoda","18S_ASV_395"
"16S_ASV_164","18S_ASV_267","black",0.450734260845572,0.00188868119094386,"Aphanizomenon","16S_ASV_164","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_106","18S_ASV_267","black",0.450672630558522,0.0018917315212936,"Dolichospermum","16S_ASV_106","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_190","18S_ASV_88","black",0.450372658561451,0.00190664072392067,"Aphanizomenon","16S_ASV_190","Opisthokonta_Arthropoda","18S_ASV_88"
"16S_ASV_210","18S_ASV_267","black",0.449593952574673,0.00194583069960575,"Aphanizomenon","16S_ASV_210","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_124","18S_ASV_267","black",0.447994132813469,0.00202858926966587,"Aphanizomenon","16S_ASV_124","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_47","18S_ASV_267","black",0.447268067092023,0.00206716514584767,"Aphanizomenon","16S_ASV_47","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_200","18S_ASV_267","black",0.446750188536508,0.00209507508797222,"Aphanizomenon","16S_ASV_200","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_27","18S_ASV_27","black",0.44574596925495,0.00215014648202596,"Aphanizomenon","16S_ASV_27","Chlorophyta","18S_ASV_27"
"16S_ASV_95","18S_ASV_267","black",0.445581736777257,0.00215927372246559,"Dolichospermum","16S_ASV_95","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_146","18S_ASV_916","black",0.444141762655371,0.0022407785666471,"Aphanizomenon","16S_ASV_146","Stramenopiles","18S_ASV_916"
"16S_ASV_27","18S_ASV_456","black",0.444087248767716,0.00224391683189653,"Aphanizomenon","16S_ASV_27","Opisthokonta_Arthropoda","18S_ASV_456"
"16S_ASV_237","18S_ASV_267","black",0.443906127859619,0.00225437153477799,"Aphanizomenon","16S_ASV_237","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_159","18S_ASV_88","black",0.44372958338539,0.00226460346716935,"Aphanizomenon","16S_ASV_159","Opisthokonta_Arthropoda","18S_ASV_88"
"16S_ASV_27","18S_ASV_88","black",0.443105793665236,0.00230108558216657,"Aphanizomenon","16S_ASV_27","Opisthokonta_Arthropoda","18S_ASV_88"
"16S_ASV_106","18S_ASV_395","black",0.442884507476746,0.0023141515962898,"Dolichospermum","16S_ASV_106","Opisthokonta_Arthropoda","18S_ASV_395"
"16S_ASV_157","18S_ASV_738","black",0.44269751008913,0.0023252440338217,"Aphanizomenon","16S_ASV_157","Opisthokonta_Arthropoda","18S_ASV_738"
"16S_ASV_236","18S_ASV_267","black",0.441830851528317,0.00237726845141339,"Aphanizomenon","16S_ASV_236","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_245","18S_ASV_267","black",0.440116240375782,0.00248323029768886,"Aphanizomenon","16S_ASV_245","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_237","18S_ASV_88","black",0.439899283524066,0.00249693070597023,"Aphanizomenon","16S_ASV_237","Opisthokonta_Arthropoda","18S_ASV_88"
"16S_ASV_309","18S_ASV_267","black",0.439265839226297,0.00253731379403085,"Aphanizomenon","16S_ASV_309","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_309","18S_ASV_88","black",0.438965879388375,0.00255663686710342,"Aphanizomenon","16S_ASV_309","Opisthokonta_Arthropoda","18S_ASV_88"
"16S_ASV_231","18S_ASV_2","black",0.438671380899442,0.00257573425095298,"Aphanizomenon","16S_ASV_231","Opisthokonta_Arthropoda","18S_ASV_2"
"16S_ASV_183","18S_ASV_456","black",0.438451639121346,0.00259006570450413,"Aphanizomenon","16S_ASV_183","Opisthokonta_Arthropoda","18S_ASV_456"
"16S_ASV_145","18S_ASV_456","black",0.437539361171622,0.00265031862388165,"Aphanizomenon","16S_ASV_145","Opisthokonta_Arthropoda","18S_ASV_456"
"16S_ASV_47","18S_ASV_88","black",0.437471993239099,0.00265481663888319,"Aphanizomenon","16S_ASV_47","Opisthokonta_Arthropoda","18S_ASV_88"
"16S_ASV_334","18S_ASV_267","black",0.437446323158821,0.00265653234549449,"Aphanizomenon","16S_ASV_334","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_117","18S_ASV_267","black",0.436498825371553,0.00272054769442168,"Aphanizomenon","16S_ASV_117","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_190","18S_ASV_267","black",0.436407356623941,0.00272679889608341,"Aphanizomenon","16S_ASV_190","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_245","18S_ASV_88","black",0.435864111895887,0.0027641870074893,"Aphanizomenon","16S_ASV_245","Opisthokonta_Arthropoda","18S_ASV_88"
"16S_ASV_209","18S_ASV_267","black",0.435653160453894,0.00277882672560928,"Aphanizomenon","16S_ASV_209","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_196","18S_ASV_88","black",0.435342869862784,0.00280048452363636,"Aphanizomenon","16S_ASV_196","Opisthokonta_Arthropoda","18S_ASV_88"
"16S_ASV_334","18S_ASV_88","black",0.435066224363348,0.00281991914519581,"Aphanizomenon","16S_ASV_334","Opisthokonta_Arthropoda","18S_ASV_88"
"16S_ASV_210","18S_ASV_395","black",0.434792464530931,0.00283926785012971,"Aphanizomenon","16S_ASV_210","Opisthokonta_Arthropoda","18S_ASV_395"
"16S_ASV_159","18S_ASV_267","black",0.434750284627346,0.00284225939554846,"Aphanizomenon","16S_ASV_159","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_117","18S_ASV_88","black",0.433874954897109,0.00290497032416672,"Aphanizomenon","16S_ASV_117","Opisthokonta_Arthropoda","18S_ASV_88"
"16S_ASV_85","18S_ASV_267","black",0.433512195849973,0.00293131417362463,"Aphanizomenon","16S_ASV_85","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_6","18S_ASV_88","black",0.432783861488503,0.00298484190314106,"Aphanizomenon","16S_ASV_6","Opisthokonta_Arthropoda","18S_ASV_88"
"16S_ASV_101","18S_ASV_267","black",0.432692966691362,0.00299158205022381,"Aphanizomenon","16S_ASV_101","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_201","18S_ASV_2","black",0.432009265960704,0.00304271127523418,"Aphanizomenon","16S_ASV_201","Opisthokonta_Arthropoda","18S_ASV_2"
"16S_ASV_67","18S_ASV_2","black",0.4319168427996,0.0030496815926945,"Aphanizomenon","16S_ASV_67","Opisthokonta_Arthropoda","18S_ASV_2"
"16S_ASV_54","18S_ASV_267","black",0.430539384070775,0.00315524293794201,"Aphanizomenon","16S_ASV_54","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_69","18S_ASV_456","black",0.430452050022355,0.00316204273736053,NA,"16S_ASV_69","Opisthokonta_Arthropoda","18S_ASV_456"
"16S_ASV_27","18S_ASV_267","black",0.43009869920393,0.00318968616725414,"Aphanizomenon","16S_ASV_27","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_158","18S_ASV_2","black",0.430018494356833,0.00319599026644829,"Aphanizomenon","16S_ASV_158","Opisthokonta_Arthropoda","18S_ASV_2"
"16S_ASV_172","18S_ASV_395","black",0.429833690240371,0.00321055756111615,"Aphanizomenon","16S_ASV_172","Opisthokonta_Arthropoda","18S_ASV_395"
"16S_ASV_101","18S_ASV_2","black",0.429652637336353,0.00322488571117536,"Aphanizomenon","16S_ASV_101","Opisthokonta_Arthropoda","18S_ASV_2"
"16S_ASV_6","18S_ASV_395","black",0.429583291144959,0.00323038848709938,"Aphanizomenon","16S_ASV_6","Opisthokonta_Arthropoda","18S_ASV_395"
"16S_ASV_54","18S_ASV_88","black",0.428914417308615,0.00328389013411756,"Aphanizomenon","16S_ASV_54","Opisthokonta_Arthropoda","18S_ASV_88"
"16S_ASV_164","18S_ASV_2","black",0.428854956457104,0.00328868372460229,"Aphanizomenon","16S_ASV_164","Opisthokonta_Arthropoda","18S_ASV_2"
"16S_ASV_164","18S_ASV_395","black",0.428795031506541,0.00329352094689818,"Aphanizomenon","16S_ASV_164","Opisthokonta_Arthropoda","18S_ASV_395"
"16S_ASV_6","18S_ASV_456","black",0.428252755462763,0.00333757912739796,"Aphanizomenon","16S_ASV_6","Opisthokonta_Arthropoda","18S_ASV_456"
"16S_ASV_236","18S_ASV_88","black",0.427746331590517,0.00337919093910864,"Aphanizomenon","16S_ASV_236","Opisthokonta_Arthropoda","18S_ASV_88"
"16S_ASV_11","18S_ASV_267","black",0.427513085127518,0.00339850904512584,NA,"16S_ASV_11","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_231","18S_ASV_395","black",0.426863895370787,0.0034527880778263,"Aphanizomenon","16S_ASV_231","Opisthokonta_Arthropoda","18S_ASV_395"
"16S_ASV_6","18S_ASV_267","black",0.426752384386204,0.00346218773330131,"Aphanizomenon","16S_ASV_6","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_228","18S_ASV_456","black",0.426404514470567,0.00349165538274039,"Aphanizomenon","16S_ASV_228","Opisthokonta_Arthropoda","18S_ASV_456"
"16S_ASV_200","18S_ASV_88","black",0.426281752557334,0.00350210681112447,"Aphanizomenon","16S_ASV_200","Opisthokonta_Arthropoda","18S_ASV_88"
"16S_ASV_125","18S_ASV_88","black",0.425938889246528,0.00353144227055488,"Aphanizomenon","16S_ASV_125","Opisthokonta_Arthropoda","18S_ASV_88"
"16S_ASV_71","18S_ASV_456","black",0.425495577103015,0.00356969159699649,"Aphanizomenon","16S_ASV_71","Opisthokonta_Arthropoda","18S_ASV_456"
"16S_ASV_148","18S_ASV_88","black",0.425491746271615,0.00357002370163862,"Aphanizomenon","16S_ASV_148","Opisthokonta_Arthropoda","18S_ASV_88"
"16S_ASV_124","18S_ASV_2","black",0.425377053302203,0.00357997929129248,"Aphanizomenon","16S_ASV_124","Opisthokonta_Arthropoda","18S_ASV_2"
"16S_ASV_214","18S_ASV_267","black",0.425339911477907,0.00358320849499233,"Aphanizomenon","16S_ASV_214","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_172","18S_ASV_267","black",0.425233404897874,0.0035924826168496,"Aphanizomenon","16S_ASV_172","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_71","18S_ASV_267","black",0.425232407879571,0.00359256953216079,"Aphanizomenon","16S_ASV_71","Opisthokonta_Arthropoda","18S_ASV_267"
"16S_ASV_6","18S_ASV_27","black",0.424592234413948,0.00364875904079912,"Aphanizomenon","16S_ASV_6","Chlorophyta","18S_ASV_27"
"16S_ASV_161","18S_ASV_456","black",0.424520589830311,0.00365509514470462,"Aphanizomenon","16S_ASV_161","Opisthokonta_Arthropoda","18S_ASV_456"
